TEXTOS,y
"Acho engraçado esse povo que posta textão no Facebook dizendo que antigamente criança era feliz e não existia bullying. Deixa eu te contar uma coisa anjo, só pq tu não sofreu não significa que não existiu.",0
RT @sincerosatanas: depois que vc decora o cpf a vida é só ladeira abaixo,0
RT @dwwniel: geralmente eu sou a pessoa que manda e ainda recebo vácuo kkk,0
A mina tá cantando uma das minhas músicas favoritas pqp,0
"RT @Bia_rs8: Achei o passe no ônibus e pá, ajudem a divulgar rs",0
eu tentando pedir em namoro porem a criatura não deixa,0
"a mina disse q eu tenho cara de nenê meu, eu sou gangsta KKK",0
"Dependendo de quem fala,vc pode falar o que quiser,ameaçar quem quiser,falar mal de quem quiser,fazer bullying,ser contra minorias,desde que vc seja de esquerda.Se vc for de direita e falar a verdade,com provas,vc está fudido,simples. #DireitaCensurada",0
A vontade de falar como ela eh mediocre chega treme mas vou resguardar esse momento pra dps,0
"RT @hellen_andrade1: encontrei a vitória lá na clínica da família ,fomos dar vacina nas nossas baby",0
"RT @trouxinhacitou: vc anda mais:

( ) de carro 
( ) de ônibus 
( ) a pé 
(x) de cara fechada",0
RT @hltgabs: quando a pessoa fala gritando do meu lado,0
RT @maisa: Precisamos falar sobre Bullying! #ProgramaDaMaisa,0
"@meireleslg Kkkkkkkkkkkkkk falando desse jeito até parece que a vó é você, mas entendo kkkkk",0
"Finalmente a VERDADE aparecerá Comissão da Verdade, porque tortura e assassinatos continuarão sendo crimes tanto a esquerda quanto a direita!! #BolsonaroTemRazao  #ComissaoDaVerdadeDeVerdade #DamaresAlvesMeRepresenta #FimDaBolsaDitadura #PTNuncaMais #FimDoForoPrivilegiadoJa",0
"eu to nuns dias tão merda, peço desculpas a todos os meus amigos desse ja",0
"RT @jseoksadic: A chung ha eh uma barbie vcs ainda tem dúvidas disso? 
#MGMA",0
Alguém pfvr me passa a senha do Netflix kkkkkkk,0
"@cAlbertogsantos @oswaldojor ""o canalha vai preso pela Lava a Jato!"" Ele está envolvido em qual caso de corrupção, seu bosta?",0
Do nada bateu a vontade de fazer um lomotif,0
@criisssssz @maisa Coloca a foto dela no Twitter q vc acha,0
"@MusicalCastBR indignada que não indicaram o julio assad a melhor ator, MUDA BRASIL",0
RT @mariana_valac: A família não utiliza e é bom que assim continue,0
RT @SraEvergarden: gente eu sou um amor de pessoa mas tbm qnd me estressam eu sou a pior pessoa pra conversar e fazer as pazes,0
MAIOR ERRO DO MUNDO TER MATADO A CHANNEL 2 LOGO NO INÍCIO DA SÉRIE,0
"RT @sami_kakal: entre a Vodka e a Cerveja...
Eu prefiro as inicias de cada uma delas.",0
"Como técnico, minha primeira dica para a Steici seria MUDA ESSE NOME, MULHER! #TheVoiceBrasil",0
"Recifense não manda a pessoa parar de chatisse
Recifense pergunta: tás viçando é carai?",0
passei agr uma máscara na cara e tá começando a dar uma coceira 😗,0
"@thicensi_ @cdantas5 @zdoficial E mais uma vez, vadia é a puta da tua mãe!",0
Tem algo á me dizer ?,0
@godoy_jpg @AninhaLima77 a gnt se odeia esqueceu ?,0
"@booksverse amg mas td mundo só se importa quando a gnt fala da cena de sexo, eu por ex. sempre panfletei as 679887 coisas boas da trilogia mara dyer e só começaram a ler qnd surgiu a coisa do gemido em francês, o booktwitter é assim e eu nem julgo pq sempre quero ler a partir dos hots na tl",0
"e ela ainda botou a legenda dela ""muito vc amor 😍😍😍🥵🤤🤤🤤😈😈"" gentekkkkkkkkkkkk rpz que momento",0
"RT @julie_massi: a cada 10 tt 11 são ""scoo pa tu mana"", que saco kkkkkk mas dou rtt em vários",0
"Bem vindes a agosto, o 2019 dos meses!",0
@HaddadDebochado Acho que o queridísimo presidente não leu o 4° parágrafo da constituição do Art. 226 onde diz que a Entidade Familiar também é formada por qualquer dos pais e seus descendentes; e não apenas por um homem e uma mulher em união instável;,0
@soft_c0re @camommilaa essa tá melhor ela me concedeu a Honra de um meio sorriso,0
"@fsogaga Deve ter ficado linda, seu rosto é muito lindo , não tem como ficar feio . Você só deve estar estranhando a diferença .",0
RT @jbmnogueira: a Cecília pensava que lmao era irmão,0
Caralho aprendi a dirigir em 10 minutos kkkkkk que loucura,0
RT @marlon_gabigol: DANIEL ALVES JÁ ESTÁ PRONTO PARA A APRESENTAÇÃO NO SÃO PAULO KKKKKKKKKKKJJJJJJJ,0
@melrosa03 @lfernandomk na proxima a gente chama ele tambem 😬😬😌,0
não vai ter eu pegando a garota que eu quero,0
"A minha irmã é bue ingrata e esperta ao mesmo tempo... Esperta, não inteligente...",0
a gente tem q se amar,0
"A prof deu a primeira aula dela hoje, e já marcou passeio em sjc",0
a conversa flui mesmo a gente conversando sobre coisas nada haver,0
A dor de cotovelo é tanta que até me silencia no Instagram kkkkkkkk next,0
"RT @brusnos: ninguém: a

capa de livros de inglês:",0
@cr_etina todas que não tem a Luna e o Neville,0
"RT @juliamrod_: eu: a 
natally: vai orar imunda",0
"@valoreconomico Mentira, é igual! 
Conservador nos costumes e neoliberal na economia. Quer arma mas droga não quer legalizar, quer a privatização dos direitos do povo como educação, saneamento, segurança... vergonha! Vc mesmo declarou apoio ao Bolso. E um bolsominion laranja!",0
"Engraçado a pessoa fica posta indireta pra mim no status kkkk
 Logo eu que vejo status mais rápido que o flesh kkkkkk",0
a IZA é perfeita meu deus,0
@TRMatheus @RenataAlves_C A verdade é simples e reta. Todos entendem. Quando tem que ficar falando embolado e cheio de venias e data vênias é porque pretendem enganar otarios.,0
A @SmokeMirrorss com os cachinhos ficou mais fofa q o normal,0
@Myllena0418 Caralho olha a doideira mano KKKKKK viajou,0
"a cor do verãooooo, meus caros. A cor do verão",0
A maoir ilusão coletiva,0
"RT @Jotta_Miguel: WhatsApp é uma rede privada para mim, não vejo a lógica de gravar bué de número só para ter visualizações nos estados...",0
a vida é injusta,0
Minha mãe sempre falou para respeita os mais velhos mais a mãe da @bobneguinha e da @Melissaisa2105 não tem como 😡,0
"Na decisão por pontos, Keno Machado é derrotado e acaba com a medalha de prata #OTDnoPan",0
"RT @Ties17: @LucasFMSS Então ouve @tanlan 
A única banda que conheço que fala frequentemente a palavra ""prosódia"" em seus ensaios.",0
A vida adulta é tipo se importar o tanto de gás que tu gasta pra fzr 1 OVO cozido kkkkkkkk,0
"bipolar é você que uma hora é quenga outra hora é evangélica, não sabe se segura a bíblia ou a vara",0
"Ai cara ver a Roberta e a Dai me dez bem
Elas falando q gostam do Gui, os papos sobre sexualidade e conseguir ""evoluir"" minha mae, me faz tao bem",0
RT @hhopeworld: para acabar com o bullying chute um amiguinho # ENDviolence,0
"@_ylimme_ Isso aí!! Se a gente deixar se incomodar por esses......babacas, faremos é nada da vida além de sermos alienados!!
Por isso é incomodar mais e mais com a arte!!!

Obrigada ~♡ 
Também te adoro!!! Maravilhosa demais bicho ♡♡♡",0
Eu e Paola na aula de direito é a melhor coisa,0
Passei a tarde com minha irmãzinha ♥♥,0
MEU DEUS A MENINA TA CANTANDO RIVER NO THE VOICE AAAAAA,0
mano que isso o andré ta fazendo gol e eu nao to com a @,0
"eu: a 

meu irmão : o que ta acontecendo que vc não quer sair, que vc não joga mais, vc não tá sendo vc  cadê a menina que eu via sempre sorrindo msm não estando bem a que sempre fazia o que queria a que nunca ligou se tinha companhia pra ir a algum lugar ?",0
"O.K- a única pessoa q ainda tem paciência p ouvir meus dramas (e as 7 da manhã ainda) kkkkkkkk eu gosto mt mesmo de ti, tu é mt incrível",0
Foda ser o primeiro a morrer e terq ficar telando z,0
"RT @lovesbeaurrea: a cada 10 uniters 9 brigam por shipp e 1 sabe o real significado do grupo
e isso é triste p krl",0
"@rs_mafe A minha infelizmente não tem a parte do alivio, ela só vai piorando mesmo 😢 já não aguento mais",0
"RT @ConhecimentoObs: A BNCC do Ensino Médio, com discussões ainda mais recentes, também não faz referência ao educador.",0
RT @LvPeixe: Mais um Lomotif pra vcs verem a um pouco da minha Beleza. 😜,0
RT @babigferraz: uma pessoa por-se a pensar na vida e depois fica triste,0
"Porquê que chamar um gajo de gordo é visto como bullying 
Mas chamar de magro não?🤔🤔😕",0
"@lampiaodaesquin Terminei hoje essa série e estou em choque.

Possivelmente a melhor coisa que vi esse ano!!!",0
RT @Rebeca_Soares_C: A forma q ngm me quer é incrivel,0
"A mina fez um musical contando a história dela, eu tô chocada com o egocentrismo hahaha",0
"brancos sofrem bullying, não racismo",0
"RT @moraesports: CAMISAS A R$100,00

APROVEITE ESSA PROMOÇÃO E GARANTA A SUA.",0
Coloquei a caixa de perguntas no insta primeira vez varias perguntas kkkkkkkk nem sabia responder,0
RT @frcalisto: Fdd é ajudar e dar conselhos a toda a gente mas depois ter a vida num 8,0
"A situação no Botafogo está complicada. Funcionários do clube estão indo para o segundo mês sem receber. Priorizaram os pagamentos dos jogadores(resolveram parcialmente, os direitos de imagem seguem atrasados), mas para a galera que ganha menos nada.",0
RT @perinazzzo: abra a imagem para a surpresa,0
RT @sosparanoia: eu em vídeo chamada ignorando o que a pessoa diz pra ficar olhando a mim mesmo,0
"group: shinee 
do I stan: nao
bias: so conheço o taemin
wrecker: -
ship: ????
fav song: view?? 
fav mv: a. view tb
fav album: -",0
"a aquela conclusão naquele momento – e eu não me arrependo.
- Eu nunca me apaixonei – não sei de onde surgiu essa confissão, mas eu não consegui para-la, até que ela saiu dos meus lábios.",0
RT @fsimoes9: Parece a merda de um filme isto,0
AHAHAJAH por sinal uma acabou de bloquear a outra afffffff amo,0
"@luisapanegalli Não é como eu já não estivesse obrigado a ir, né @laizafsiqueira?",0
"Tô sentindo uma dor surreal no estômago, a morte vem",0
se a sua estrela não brilha compre uma pilha nova,0
"Péssima ideia querer assistir o ataque do Pain à konoha de novo, eu sempre vou chorar igual um bebê",0
Bloqueou a Iza mano kkkkk,0
"Se achava feia, achava que não ""prestava"". Eu sempre vou agradecer pelo kay ter entrado na vida dela, ele faz ela se sentir única e maravilhosa, além de fazer de tudo pra ver ela bem.

Acabei de ver um textinho que ele fez pra ela e comecei a chorar. AMO UM CASAL",0
"@oswaldojor Você, um pedante, quem a expôs de forma criminosa e deve pagar por isso. E também é você que precisa de perdão. Nada justifica sua perversidade. Você tem direito a ficar calado.",0
"@LuaAgain Nenhuma das opções. Colocaria como ""escuto alguns trechos no canal do YouTube desde a entrada do Caio Coppola""",0
a foto do harry bebê na casa da familia do louis,0
"cada dia q passa eu vejo o qnt sou idêntica à mh mãe, em tudo 🥰",0
RT @akarudeboy_: mano o início do vídeo kkkkkkk parece até um super herói se recusando a usar seus poderes. genial,0
"Incrível demais as pessoas acreditarem e reconhecerem o teu trabalho. É uma sensação de paz, de dever cumprido! Toda honra a ti, Pai ☝🏻🙏🏻",0
A contratação do Daniel Alves pelo São Paulo vai muito além do reforço técnico em campo. Talvez o principal fator seja agregar fora dele. É só ver a repercussão e o aumento de mídia do Flamengo com a chegada do Jorge Jesus.,0
@c3noura_ como assim tu posta isso justo agora q to no quarto ouvindo a primeira música de Shakira e fingindo que sei dançar ela,0
RT @maisa: Vamos falar sobre Bullying! @FabioPorchat #ProgramaDaMaisa,0
espero que o andre realmente não tenha me xingando pq eu tava fazendo a boa pra ele,0
RT @luscas: feliz mês de agosto mores o mês mais demorado do ano espero que a gente consiga sair dele com vida,0
@DAZN_BRA @Corinthians A transmissão tá da hora mais A assinatura é muito cara,0
"RT @K_aua1: Coloco de todos pra cima, a minha mesmo lá em baixo",0
"RT @umvicente: bem vindo a quinta maluca

REGRAS

 n existe regras ",0
RT @LetrasUm44k: Infelizmente as coisas não são sempre como a gente quer.,0
#DesafioClearYoDa YODA Vai coça a cabeça 480 vezes.,0
"RT @fabionexo7: Sim moça, és a única.",0
@brasilgooner @Arsenal uma dúvida boba: já se sabe a pronúncia correta do nome dele? 😅,0
Queria tanto uma irmã mais nova pra eu fazer bullying e ensinar coisa errada,0
Já sei que não vou dormir hoje porque fico sentida com a história das pessoas ... pensando,0
"@Kesiahsant Tá bom, só pelo tamanho de anã de jardim né kkkeksks paga a cerva domingo",0
Tem jogador de futebol e famoso que come literalmente OURO e vocês aí fazendo bullying com a menina que usou um meme como legenda de foto,0
"ja deixou a kiara te comer? pra sorte dela tomara que sim — Mano ja pedi altas vezes, ela n quer",0
"Ficamos nos encarando por um tempo e eu decido encerrar o jogo, sem fazer a confissão mais egoísta e a que provavelmente me tornaria o pior homem que pisou nessa terra que era a que eu estava feliz por ter sido ela naquele táxi,",0
RT @rrafawl: a saúde do gaúcho que lute,0
"@_solsticios_ Como eu desconfiava, pra reconhecer a canonização das cartas, não precisa admitir sua universalidade. Enfim...é uma escolha, como eu disse: essa sua escolha produz oq?",0
"As pessoas tem q entender q se elas praticam bullying com meus amigos, é melhor elas n me conhecerem pq eu não assisti 6 temporadas e li 12 de livros de Gossip Girl pra nada não",0
Meu pai andando a casa toda com meu sobrinho no carrinho pra fazer ele dormir kkkk,0
RT @laslesliss: sdds dar aquele beijo que encaixa e dá vontade de arrancar a roupa,0
AI MEU DEUS ELE COMEÇOU A SONHAR COM A LIN HODIFCNSKD CSDN CS,0
"RT @AquiTouro: #Touro Às vezes tudo o que você precisa é se desligar do mundo, organizar a sua mente e voltar a viver.",0
@mklbealright n sei parece q eh uma entrevista no podcast e ela disse q vai ter a ariana no álbum,0
RT @theumilk99: O único que pode usar Crocs sem sofrer bullying,0
@larayoficial @JuninhoCamarg17 Tatua a cara do Cuesta ksksks,0
"Eu quero muito criar um projeto que lute contra bullying. Quero ajudar crianças/adolescentes de alguma forma, mas eu não sei como",0
@milla_geovana Coloca a touquinha que se vira uma ninja kkkk,0
RT @FARIAPERICLES: Mais se a vida te deeeerrrrrr 😭❤️,0
RT @sjuniorferreira: vocês já tiveram crise de ansiedade a ponto de se contorcer?,0
RT @Dudu: Hahahahahaha Ivete maravilhosa bloqueando a Iza #TheVoiceBrasil,0
RT @lilbibs_: A VOZ DO LUCIANO É PERFEITA #TheVoiceBrasil,0
RT @_Afreim: a intimidade faz nois perder totalmente a vergonha na cara,0
"@MarioMacjunior Será, com a benção de Jah!",0
"RT @jikooksenses: yoongi, rapper, compositor, produtor da nação e uma pessoa incrível - a thread",0
RT @vaimalandro: gente essa Steici Lauser é a própria filha da Shakira com a Beyoncé #TheVoice,0
@mmachado1161 @__sofiass__ Eu cheguei so a 7 num so jantar depois n tive mais sei la como,0
"@Luan59913192 @CiroCordovil Puta método, hein?! Com tais resultados tá mais para eliminação sumária, gostei da comparação com a Ferrari seguindo esse raciocínio querido, mas aqui a ""ferrari"" foi, projetada e montada em taubaté, daí roubaram o motor e as rodas, vai lá, pode colocar o Schumacker pra pilotar!",0
"Será que a gente consegue emendar o quintou com o sextou, sabadou e domingou ?",0
impossivel n escolher a iza mano,0
"@EduardoCilto a 2a realmente foi uma bomba, mas essa nova parece ser boa",0
"@hatakesenpai5 @yxlingpatriarch Ah sim, mas se fosse o caso eu não poderia usar a imagem. Seria inapropriado 🤭",0
Ahhh... A @ivetesangalo bloqueou a @IzaReal!!! Kkkkkkk... #TheVoiceBrasil,0
Mds a Iza é perfeita,0
Ivete n vê a hora de acabar🤣🤣🤣,0
Se alguém da equipe que luta quiser me ajudar a segurar os troféus por favor pq ainda está faltando um na foto,0
"@umasolitariax @Guilhermexh2 @desimpedidos O pior é q acho q não. Botafogo tem 3 pelo oq pesquisei, enquanto o São Paulo apenas 1 q foi o de 2012. A não ser q sejam sites desatualizados.",0
